SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
32	2104	1085245	931000
33	2104	963021	815306
0	2105	69556	45940
31	2105	1865802	1587467
32	2105	1093798	935794
33	2105	968257	817695
0	2106	71472	46113
31	2106	1849030	1563829
32	2106	1093698	929760
33	2106	964197	806988
0	2107	72095	46126
31	2107	1841942	1550690
32	2107	1096069	927392
33	2107	962012	799685
0	2108	71168	44614
31	2108	1823886	1528800
32	2108	1096163	921222
33	2108	953541	787734
0	2109	72860	45141
31	2109	1775554	1460199
32	2109	1068216	881101
33	2109	920341	744219
0	2110	80148	47350
31	2110	1807854	1454609
32	2110	1082999	873967
33	2110	927921	730003
0	2111	274644	124259
31	2111	1714286	1381794
32	2111	1008978	825203
33	2111	871699	690744
0	2112	324290	157499
31	2112	1678576	1355690
32	2112	1020734	822069
33	2112	889299	692197
0	2113	3934480	3057093
31	2113	0	0
32	2113	0	0
33	2113	0	0
0	2114	3807171	2826302
31	2114	0	0
32	2114	0	0
33	2114	0	0
0	2115	3780165	2589514
31	2115	0	0
32	2115	0	0
33	2115	0	0
0	2116	3887277	2935387
31	2116	0	0
32	2116	0	0
33	2116	0	0
0	2201	64343	46981
31	2201	1863084	1606767
32	2201	1058616	923002
33	2201	969815	839956
0	2202	67503	48626
31	2202	1872177	1610780
32	2202	1065453	923636
33	2202	975147	839621
0	2203	63837	46375
31	2203	1874137	1619687
32	2203	1069741	930372
33	2203	977295	842435
0	2204	63530	45450
31	2204	1875465	1615504
32	2204	1075794	932334
33	2204	980933	842955
0	2205	64015	45742
31	2205	1880731	1614419
32	2205	1085006	936829
33	2205	983956	841965
0	2206	63991	45497
31	2206	1876240	1596011
32	2206	1089230	931065
33	2206	985502	834911
0	2207	64308	45632
31	2207	1869550	1585372
32	2207	1090879	929026
33	2207	983135	828748
0	2208	64733	45448
31	2208	1858861	1567936
32	2208	1095162	926888
33	2208	979507	818838
0	2209	66315	45846
31	2209	1846911	1539565
32	2209	1095813	916494
33	2209	971062	801172
0	2210	69125	46684
31	2210	1856290	1531715
32	2210	1097102	907977
33	2210	961560	782472
0	2211	72190	46963
31	2211	1848885	1491331
32	2211	1090553	878912
33	2211	946416	748370
0	2212	3944110	3084029
31	2212	0	0
32	2212	0	0
33	2212	0	0
0	2213	3875173	2976665
31	2213	0	0
32	2213	0	0
33	2213	0	0
0	2214	3975388	3048190
31	2214	0	0
32	2214	0	0
33	2214	0	0
0	2215	3903395	2904692
31	2215	0	0
32	2215	0	0
33	2215	0	0
0	2216	3973488	3034965
31	2216	0	0
32	2216	0	0
33	2216	0	0
0	2301	62873	45615
31	2301	1852377	1604396
32	2301	1066940	933816
33	2301	954253	826163
0	2302	63370	45982
31	2302	1853804	1609972
32	2302	1068160	933735
33	2302	952515	824424
0	2303	63283	45665
31	2303	1846135	1591311
32	2303	1067572	924921
33	2303	948517	812924
0	2304	62814	45453
31	2304	1863538	1607394
32	2304	1079885	936720
33	2304	956358	819492
0	2305	64315	46119
31	2305	1873163	1610058
32	2305	1090162	942344
33	2305	964040	822495
0	2306	63907	45753
31	2306	1871268	1597565
32	2306	1096736	942357
33	2306	964992	816985
0	2307	63677	45323
31	2307	1860832	1580814
32	2307	1099432	938411
33	2307	964959	810045
0	2308	62891	44842
31	2308	1853767	1562590
32	2308	1105661	936597
33	2308	960477	798474
0	2309	62711	44362
31	2309	1843853	1539450
32	2309	1111030	931113
33	2309	960909	789909
0	2310	66732	45844
31	2310	1831984	1509274
32	2310	1105213	913522
33	2310	941157	759591
0	2311	3948989	3206312
31	2311	0	0
32	2311	0	0
33	2311	0	0
0	2312	3928526	3124658
31	2312	0	0
32	2312	0	0
33	2312	0	0
0	2313	1163694	786583
31	2313	1309500	1091029
32	2313	785413	659884
33	2313	658633	537458
0	2314	3900426	2888252
31	2314	0	0
32	2314	0	0
33	2314	0	0
0	2315	3901532	2897776
31	2315	0	0
32	2315	0	0
33	2315	0	0
0	2316	3940253	2992712
31	2316	0	0
32	2316	0	0
33	2316	0	0
