SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
61	1110	70585	25805
62	1110	63316	16628
63	1110	54709	17149
64	1110	77239	24895
65	1110	47370	12800
0	1111	2100755	242039
50	1111	23915	5287
51	1111	13947	2544
52	1111	17771	3383
53	1111	11241	1923
54	1111	35217	8684
55	1111	7242	1417
56	1111	20809	4704
57	1111	11475	1894
58	1111	21591	5228
59	1111	11356	2493
60	1111	19206	2999
61	1111	16997	5080
62	1111	9746	1562
63	1111	22732	3677
64	1111	13460	2889
65	1111	18659	2705
0	1112	1119208	42459
50	1112	85464	10976
51	1112	92565	14291
52	1112	91720	11226
53	1112	77352	8678
54	1112	85561	12602
55	1112	65951	8144
56	1112	74084	9572
57	1112	89475	10367
58	1112	96638	13955
59	1112	78349	10972
60	1112	85685	9105
61	1112	94669	16851
62	1112	90384	9765
63	1112	84943	10374
64	1112	114168	16089
65	1112	74371	7976
0	1113	1116097	63045
50	1113	75449	11553
51	1113	68141	13334
52	1113	75695	11504
53	1113	63187	8303
54	1113	80419	14214
55	1113	41713	6777
56	1113	71070	11009
57	1113	75384	10502
58	1113	89408	15157
59	1113	61820	10539
60	1113	75660	9764
61	1113	78570	16600
62	1113	75642	9809
63	1113	77482	11179
64	1113	101312	16682
65	1113	67855	8450
0	1114	1369294	96127
50	1114	53131	7323
51	1114	47472	6967
52	1114	57939	7286
53	1114	50212	5291
54	1114	49574	7843
55	1114	31559	3817
56	1114	41954	5921
57	1114	55969	6513
58	1114	59149	9275
59	1114	37870	5025
60	1114	52190	5828
61	1114	42562	8143
62	1114	54179	5927
63	1114	59981	7142
64	1114	69359	9971
65	1114	48038	5052
0	1115	1232569	36176
50	1115	101183	9618
51	1115	106518	13335
52	1115	103170	9323
53	1115	88149	7248
54	1115	104871	11836
55	1115	70866	6922
56	1115	90634	9359
57	1115	101520	8740
58	1115	108965	12256
59	1115	98309	10562
60	1115	93771	7823
61	1115	98762	13952
62	1115	100833	8338
63	1115	103331	9941
64	1115	126631	13607
65	1115	87990	6969
0	1116	982019	8740
50	1116	90632	3087
51	1116	92695	4360
52	1116	84897	2932
53	1116	75567	2320
54	1116	93284	4284
55	1116	60297	2265
56	1116	80230	3112
57	1116	88153	2783
58	1116	98180	4253
59	1116	85302	3628
60	1116	82154	2507
61	1116	90721	5123
62	1116	85578	2559
63	1116	89732	3306
64	1116	111583	4598
65	1116	74458	2166
0	1201	1243473	130850
50	1201	103562	50674
51	1201	102239	52778
52	1201	115503	56613
53	1201	94744	48969
54	1201	105981	53699
55	1201	84116	43444
56	1201	87828	44307
57	1201	95983	46735
58	1201	98939	50237
59	1201	96209	49192
60	1201	105309	50560
61	1201	118946	60519
62	1201	109156	51827
63	1201	95753	47332
64	1201	126179	61565
65	1201	87716	42443
0	1202	2442807	726204
50	1202	0	0
51	1202	0	0
52	1202	0	0
53	1202	0	0
54	1202	0	0
55	1202	0	0
56	1202	0	0
57	1202	0	0
58	1202	0	0
59	1202	0	0
60	1202	0	0
61	1202	0	0
62	1202	0	0
63	1202	0	0
64	1202	0	0
65	1202	0	0
0	1203	1274245	131042
50	1203	97954	45993
51	1203	100756	50567
52	1203	114211	53280
53	1203	90284	43771
54	1203	98441	48432
55	1203	80385	38708
56	1203	85012	40971
57	1203	92787	42489
58	1203	92869	45472
59	1203	85971	42801
60	1203	100497	45693
61	1203	114774	57030
62	1203	101164	45155
63	1203	92359	44435
64	1203	121629	56630
65	1203	86273	39794
0	1204	1376339	125551
50	1204	94049	39375
51	1204	90832	42425
52	1204	102403	44290
53	1204	78533	35686
54	1204	92711	41031
55	1204	70084	32077
56	1204	78186	34520
57	1204	87663	36656
58	1204	89282	39567
59	1204	80567	37367
60	1204	92790	38376
61	1204	102144	47404
62	1204	95000	38656
63	1204	84629	36743
64	1204	111525	47746
65	1204	79137	33036
0	1205	1532208	75571
50	1205	76992	23274
51	1205	78372	25526
52	1205	89672	26518
53	1205	66385	20972
54	1205	82095	25635
55	1205	59569	19152
56	1205	62074	19310
57	1205	74729	21771
58	1205	71960	23298
59	1205	71447	23208
60	1205	75284	21370
61	1205	84249	28003
62	1205	77957	22376
63	1205	67785	21453
64	1205	89632	27488
65	1205	66097	19285
0	1206	1689139	213683
50	1206	48416	19854
51	1206	79418	34768
52	1206	97978	38647
53	1206	71319	30015
54	1206	53541	23000
55	1206	61447	25696
56	1206	69414	28827
57	1206	74169	29228
58	1206	50229	21940
59	1206	75387	31579
60	1206	82332	32216
61	1206	92759	40076
62	1206	87396	33467
63	1206	76566	32018
64	1206	105451	42877
65	1206	71591	27908
0	1207	2226171	495804
50	1207	22253	7680
51	1207	25206	9982
52	1207	27263	9506
53	1207	23852	8505
54	1207	30059	11517
55	1207	19504	7053
56	1207	22970	8049
57	1207	20008	6512
58	1207	24810	8769
59	1207	23890	8654
60	1207	21974	7095
61	1207	29330	11156
62	1207	31704	10038
63	1207	18946	6859
64	1207	19501	6697
65	1207	20947	6115
0	1208	2438772	676416
50	1208	0	0
51	1208	0	0
52	1208	0	0
53	1208	0	0
54	1208	0	0
55	1208	0	0
56	1208	0	0
57	1208	0	0
58	1208	0	0
59	1208	0	0
60	1208	0	0
61	1208	0	0
62	1208	0	0
63	1208	0	0
64	1208	0	0
65	1208	0	0
0	1209	1906434	228916
50	1209	48813	15246
51	1209	37111	12376
52	1209	55342	16269
53	1209	30562	8964
54	1209	38848	12490
55	1209	26217	7953
56	1209	27472	8310
57	1209	36580	10233
58	1209	31010	9860
59	1209	32402	10025
60	1209	35645	9141
61	1209	51972	17587
62	1209	39632	10199
63	1209	34076	9835
64	1209	61567	18807
65	1209	31058	7722
0	1210	2542627	312112
50	1210	0	0
51	1210	0	0
52	1210	0	0
53	1210	0	0
54	1210	0	0
55	1210	0	0
56	1210	0	0
57	1210	0	0
58	1210	0	0
59	1210	0	0
60	1210	0	0
61	1210	0	0
62	1210	0	0
63	1210	0	0
64	1210	0	0
65	1210	0	0
0	1211	2076015	153796
50	1211	17811	3390
51	1211	31732	6944
52	1211	34845	6399
53	1211	29595	5435
54	1211	19851	3893
55	1211	22038	4390
56	1211	23455	4774
57	1211	40337	7258
58	1211	24972	4841
59	1211	29050	6105
60	1211	25637	4821
61	1211	39830	9434
62	1211	46962	7888
63	1211	27627	5695
64	1211	46893	9310
65	1211	23068	3865
0	1212	1583562	124885
50	1212	72738	10330
51	1212	48376	7700
52	1212	60336	9153
53	1212	46034	6502
54	1212	45886	8159
55	1212	27158	3983
56	1212	34297	5150
57	1212	68703	9049
58	1212	61662	9853
59	1212	34901	4922
60	1212	52687	6873
61	1212	49242	8820
62	1212	68506	8373
63	1212	53375	7050
64	1212	100046	13307
65	1212	45648	5617
0	1213	1051319	25670
50	1213	92682	9634
51	1213	100638	12085
52	1213	97071	9875
53	1213	84782	7828
54	1213	97109	10961
55	1213	73450	7209
56	1213	80888	8403
57	1213	93535	8743
58	1213	100706	11136
59	1213	89687	9746
60	1213	93556	7798
61	1213	99492	13451
62	1213	96057	8420
63	1213	91557	8890
64	1213	115359	12226
65	1213	82328	7115
0	1214	1417472	48033
50	1214	69626	7898
51	1214	89415	10975
52	1214	81696	8509
53	1214	74567	6891
54	1214	86075	10224
55	1214	64092	6583
56	1214	70964	7606
57	1214	91589	8364
58	1214	95066	10750
59	1214	81677	9163
60	1214	83733	7422
61	1214	93959	12863
62	1214	103537	8585
63	1214	70019	7308
64	1214	97600	10883
65	1214	60122	5561
0	1215	1650360	64070
50	1215	46923	6551
51	1215	47669	7925
52	1215	46379	6305
53	1215	34087	4674
54	1215	50503	7903
55	1215	29395	4676
56	1215	39480	5990
57	1215	41532	5583
58	1215	47858	7839
59	1215	43394	6697
60	1215	42121	5217
61	1215	46055	8621
62	1215	47548	5627
63	1215	40480	6010
64	1215	53776	8542
65	1215	37832	4363
0	1216	1374073	27194
50	1216	102873	7576
51	1216	108049	9924
52	1216	105955	7437
53	1216	91507	6129
54	1216	108309	9808
55	1216	72205	5737
56	1216	94170	7310
57	1216	104859	7249
58	1216	107550	9332
59	1216	106226	8849
60	1216	96141	6345
61	1216	110121	11347
62	1216	112481	7068
63	1216	110141	7960
64	1216	131341	10757
65	1216	95006	5690
0	1301	1342931	70359
50	1301	95346	30141
51	1301	94457	32463
52	1301	102621	32108
53	1301	83592	28289
54	1301	95840	31286
55	1301	75822	25101
56	1301	77577	25577
57	1301	89007	27874
58	1301	93360	31635
59	1301	85869	28843
60	1301	92927	28875
61	1301	107724	37806
62	1301	97713	29642
63	1301	83353	27192
64	1301	117318	37942
65	1301	78634	24207
0	1302	2309254	715925
50	1302	0	0
51	1302	0	0
52	1302	0	0
53	1302	0	0
54	1302	0	0
55	1302	0	0
56	1302	0	0
57	1302	0	0
58	1302	0	0
59	1302	0	0
60	1302	0	0
61	1302	0	0
62	1302	0	0
63	1302	0	0
64	1302	0	0
65	1302	0	0
0	1303	713805	19239
50	1303	137908	32731
51	1303	149908	39411
52	1303	154222	35618
53	1303	132590	30540
54	1303	140651	35997
55	1303	113663	26929
56	1303	118764	28730
57	1303	135308	30249
58	1303	143656	35958
59	1303	128135	32374
60	1303	142852	31271
61	1303	165497	45176
62	1303	139592	31280
63	1303	132383	31062
64	1303	178382	43397
65	1303	123219	27559
0	1304	1447989	87873
50	1304	90614	31090
51	1304	91962	34408
52	1304	100392	33218
53	1304	74823	26823
54	1304	95727	34553
55	1304	67144	23768
56	1304	72586	25780
57	1304	85245	28281
58	1304	88611	33106
59	1304	83261	30022
60	1304	85268	28223
61	1304	104942	41438
62	1304	89463	28721
63	1304	79370	28184
64	1304	111599	40219
65	1304	74588	24237
0	1305	1504987	141781
50	1305	60042	19924
51	1305	67830	24559
52	1305	73267	23488
53	1305	52040	18058
54	1305	70949	24500
55	1305	37443	13633
56	1305	46602	16135
57	1305	61715	20277
58	1305	66180	23255
59	1305	55035	19476
60	1305	55204	18168
61	1305	68432	25886
62	1305	66578	20115
63	1305	53941	18421
64	1305	67787	24079
65	1305	48401	15390
0	1306	1349299	183386
50	1306	87323	40861
51	1306	92708	46776
52	1306	97294	43779
53	1306	75077	35113
54	1306	93171	44778
55	1306	65191	30964
56	1306	76006	36124
57	1306	82404	37955
58	1306	89602	44669
59	1306	82220	39763
60	1306	84444	37253
61	1306	104676	54594
62	1306	83695	36300
63	1306	77773	36802
64	1306	116697	56583
65	1306	71735	31813
0	1307	1888259	431484
50	1307	46254	22626
51	1307	69134	35968
52	1307	52984	25666
53	1307	44216	21064
54	1307	58929	29706
55	1307	52369	25310
56	1307	44291	22350
57	1307	66336	30211
58	1307	68014	34882
59	1307	56309	28015
60	1307	51904	24228
61	1307	88713	46974
62	1307	71865	31899
63	1307	34589	18214
64	1307	78235	38839
65	1307	31152	15217
0	1308	2056876	395274
50	1308	39681	15258
51	1308	47358	20337
52	1308	44320	16878
53	1308	39181	14372
54	1308	47582	18642
55	1308	26748	10593
56	1308	37385	14998
57	1308	75721	29639
58	1308	72816	32657
59	1308	39871	16658
60	1308	36373	13558
61	1308	82430	37828
62	1308	64337	23648
63	1308	57337	24120
64	1308	54250	22763
65	1308	35785	12811
0	1309	2388523	603545
50	1309	0	0
51	1309	0	0
52	1309	0	0
53	1309	0	0
54	1309	0	0
55	1309	0	0
56	1309	0	0
57	1309	0	0
58	1309	0	0
59	1309	0	0
60	1309	0	0
61	1309	0	0
62	1309	0	0
63	1309	0	0
64	1309	0	0
65	1309	0	0
0	1310	2004201	255220
50	1310	27370	6206
51	1310	23998	6510
52	1310	22497	4660
53	1310	20191	4152
54	1310	27411	6452
55	1310	15322	3495
56	1310	19282	4558
57	1310	21137	4785
58	1310	24798	6466
59	1310	19761	4711
60	1310	22869	4350
61	1310	26674	7798
62	1310	22018	4045
63	1310	22544	5015
64	1310	35265	9284
65	1310	20394	3959
0	1311	1257353	70758
50	1311	86156	12681
51	1311	69388	14332
52	1311	70983	10881
53	1311	61707	8539
54	1311	91145	15260
55	1311	49821	8192
56	1311	67383	10293
57	1311	59429	8912
58	1311	78851	15198
59	1311	76836	12835
60	1311	68091	9192
61	1311	76777	17004
62	1311	56005	7944
63	1311	91817	11969
64	1311	88403	15168
65	1311	67104	8303
0	1312	1796288	150516
50	1312	27418	4958
51	1312	36445	8840
52	1312	32684	5131
53	1312	21417	3376
54	1312	28936	5881
55	1312	24588	4938
56	1312	23757	4565
57	1312	25479	4233
58	1312	28496	6136
59	1312	34872	7473
60	1312	25954	4124
61	1312	28371	6749
62	1312	30592	4349
63	1312	29641	5526
64	1312	31854	6476
65	1312	24483	3502
0	1313	1692837	126905
50	1313	47918	9520
51	1313	22937	5410
52	1313	45030	8020
53	1313	29318	5029
54	1313	52004	11276
55	1313	12468	2665
56	1313	39186	7790
57	1313	35537	6643
58	1313	49665	12044
59	1313	19117	3979
60	1313	37851	6536
61	1313	43617	11275
62	1313	41880	6667
63	1313	36862	7879
64	1313	55092	12914
65	1313	34107	5371
0	1314	1077939	44473
50	1314	80933	10093
51	1314	90153	14428
52	1314	79434	9329
53	1314	70073	7425
54	1314	89595	12994
55	1314	59872	7290
56	1314	74222	9720
57	1314	81448	9452
58	1314	96246	14264
59	1314	82331	11316
60	1314	80170	8422
61	1314	95527	17250
62	1314	81878	8523
63	1314	82045	10192
64	1314	107333	15575
65	1314	68446	6895
0	1315	1363253	27309
50	1315	67723	3968
51	1315	63410	5530
52	1315	63379	3558
53	1315	66226	3082
54	1315	89046	5824
55	1315	57214	3245
56	1315	71982	4360
57	1315	67889	3378
58	1315	94731	6639
59	1315	79583	5248
60	1315	85603	3901
61	1315	88830	7583
62	1315	89232	3889
63	1315	78093	4450
64	1315	97788	6666
65	1315	67336	2819
0	1316	1350346	11157
50	1316	104375	3562
51	1316	111315	5336
52	1316	102550	3260
53	1316	88651	2536
54	1316	107739	4890
55	1316	73521	2448
56	1316	95563	3571
57	1316	103314	3372
58	1316	113591	5032
59	1316	103240	4402
60	1316	96338	2735
61	1316	115800	6366
62	1316	107583	2967
63	1316	109530	4031
64	1316	133481	5624
65	1316	90242	2380
0	2101	2587629	951809
50	2101	0	0
51	2101	0	0
52	2101	0	0
53	2101	0	0
54	2101	0	0
55	2101	0	0
56	2101	0	0
57	2101	0	0
58	2101	0	0
59	2101	0	0
60	2101	0	0
61	2101	0	0
62	2101	0	0
63	2101	0	0
64	2101	0	0
65	2101	0	0
0	2102	2598787	875753
50	2102	0	0
51	2102	0	0
52	2102	0	0
53	2102	0	0
54	2102	0	0
55	2102	0	0
56	2102	0	0
57	2102	0	0
58	2102	0	0
59	2102	0	0
60	2102	0	0
61	2102	0	0
62	2102	0	0
63	2102	0	0
64	2102	0	0
65	2102	0	0
0	2103	1210254	156287
50	2103	99427	52597
51	2103	105162	58139
52	2103	114890	61545
53	2103	91319	49953
54	2103	105935	57112
55	2103	76969	43377
56	2103	89526	47894
57	2103	96106	49934
58	2103	98862	53906
59	2103	96040	52128
60	2103	99278	51627
61	2103	125923	67166
62	2103	104995	53020
63	2103	95487	50802
64	2103	128958	66621
65	2103	88734	47252
0	2104	1450413	163395
50	2104	88177	41627
51	2104	94179	45914
52	2104	106320	49411
53	2104	78714	38617
54	2104	94299	45547
55	2104	67687	33994
56	2104	76731	36719
57	2104	88129	40058
58	2104	86830	42572
59	2104	80233	39351
60	2104	88979	40786
61	2104	115417	54957
62	2104	93190	41295
63	2104	86842	40126
64	2104	116186	53582
65	2104	77851	36357
0	2105	1937480	340904
50	2105	38713	15970
51	2105	71686	29059
52	2105	85000	33843
53	2105	57375	24153
54	2105	69321	28369
55	2105	22704	9470
56	2105	59121	25941
57	2105	25078	9929
58	2105	42741	18477
59	2105	71611	31125
60	2105	43720	16242
61	2105	42875	17611
62	2105	51621	19100
63	2105	33165	11675
64	2105	89007	36254
65	2105	65144	26661
0	2106	2548800	786666
50	2106	0	0
51	2106	0	0
52	2106	0	0
53	2106	0	0
54	2106	0	0
55	2106	0	0
56	2106	0	0
57	2106	0	0
58	2106	0	0
59	2106	0	0
60	2106	0	0
61	2106	0	0
62	2106	0	0
63	2106	0	0
64	2106	0	0
65	2106	0	0
0	2107	1995081	472462
50	2107	77048	36545
51	2107	37692	19017
52	2107	37219	18004
53	2107	63971	30024
54	2107	75922	37908
55	2107	28678	14238
56	2107	56769	29014
57	2107	36096	16036
58	2107	36074	17972
59	2107	63617	31298
60	2107	33592	15060
61	2107	98175	49423
62	2107	32115	13496
63	2107	59566	27048
64	2107	94993	44710
65	2107	51280	23817
0	2108	2543020	757538
50	2108	0	0
51	2108	0	0
52	2108	0	0
53	2108	0	0
54	2108	0	0
55	2108	0	0
56	2108	0	0
57	2108	0	0
58	2108	0	0
59	2108	0	0
60	2108	0	0
61	2108	0	0
62	2108	0	0
63	2108	0	0
64	2108	0	0
65	2108	0	0
0	2109	2451086	440026
50	2109	7306	1769
51	2109	6543	1645
52	2109	7631	1667
53	2109	13778	3323
54	2109	7967	1951
55	2109	4232	1108
56	2109	6263	1669
57	2109	6982	1611
58	2109	8172	2128
59	2109	6997	1733
60	2109	10348	2252
61	2109	10396	2602
62	2109	12683	2982
63	2109	16655	3798
64	2109	11694	2929
65	2109	8445	1766
0	2110	2402256	368663
50	2110	0	0
51	2110	0	0
52	2110	0	0
53	2110	0	0
54	2110	0	0
55	2110	0	0
56	2110	0	0
57	2110	0	0
58	2110	0	0
59	2110	0	0
60	2110	0	0
61	2110	0	0
62	2110	0	0
63	2110	0	0
64	2110	0	0
65	2110	0	0
0	2111	1114286	37084
50	2111	92610	11721
51	2111	90919	13205
52	2111	97924	11988
53	2111	80192	9480
54	2111	89859	13197
55	2111	63965	8134
56	2111	69778	9116
57	2111	93282	10736
58	2111	94034	12960
59	2111	82343	11680
60	2111	88370	9482
61	2111	97625	15720
62	2111	91610	10135
63	2111	86779	10349
64	2111	115848	14734
65	2111	76347	8509
0	2112	2381889	303614
50	2112	0	0
51	2112	0	0
52	2112	0	0
53	2112	0	0
54	2112	0	0
55	2112	0	0
56	2112	0	0
57	2112	0	0
58	2112	0	0
59	2112	0	0
60	2112	0	0
61	2112	0	0
62	2112	0	0
63	2112	0	0
64	2112	0	0
65	2112	0	0
0	2113	2609203	265528
50	2113	0	0
51	2113	0	0
52	2113	0	0
53	2113	0	0
54	2113	0	0
55	2113	0	0
56	2113	0	0
57	2113	0	0
58	2113	0	0
59	2113	0	0
60	2113	0	0
61	2113	0	0
62	2113	0	0
63	2113	0	0
64	2113	0	0
65	2113	0	0
0	2114	2597565	247558
50	2114	0	0
51	2114	0	0
52	2114	0	0
53	2114	0	0
54	2114	0	0
55	2114	0	0
56	2114	0	0
57	2114	0	0
58	2114	0	0
59	2114	0	0
60	2114	0	0
61	2114	0	0
62	2114	0	0
63	2114	0	0
64	2114	0	0
65	2114	0	0
0	2115	1941543	95232
50	2115	70625	7309
51	2115	54465	7270
52	2115	64818	6979
53	2115	68706	6688
54	2115	69789	8420
55	2115	45216	5250
56	2115	52141	6062
57	2115	66986	5980
58	2115	64431	8659
59	2115	62021	7715
60	2115	61835	5950
61	2115	67055	9408
62	2115	70531	6319
63	2115	70323	6828
64	2115	85204	9502
65	2115	56795	5007
0	2116	2083244	0
50	2116	58722	0
51	2116	48728	0
52	2116	61157	0
53	2116	58046	0
54	2116	57990	0
55	2116	41479	0
56	2116	47063	0
57	2116	54096	0
58	2116	63903	0
59	2116	62579	0
60	2116	52189	0
61	2116	52850	0
62	2116	56463	0
63	2116	50246	0
64	2116	66267	0
65	2116	44599	0
0	2201	2618893	846648
50	2201	0	0
51	2201	0	0
52	2201	0	0
53	2201	0	0
54	2201	0	0
55	2201	0	0
56	2201	0	0
57	2201	0	0
58	2201	0	0
59	2201	0	0
60	2201	0	0
61	2201	0	0
62	2201	0	0
63	2201	0	0
64	2201	0	0
65	2201	0	0
0	2202	1365476	190974
50	2202	96071	49292
51	2202	102126	53946
52	2202	102322	53261
53	2202	87259	46786
54	2202	98174	52614
55	2202	75973	41161
56	2202	79545	42605
57	2202	89911	44620
58	2202	91762	48551
59	2202	89703	48262
60	2202	90352	45669
61	2202	119936	61424
62	2202	102323	50190
63	2202	86767	44663
64	2202	125411	61462
65	2202	77371	39986
0	2203	1388005	97859
50	2203	100144	42995
51	2203	106522	48125
52	2203	113966	49238
53	2203	85976	40373
54	2203	100670	46057
55	2203	75704	35695
56	2203	79573	36803
57	2203	96454	40261
58	2203	94974	42738
59	2203	91714	41964
60	2203	102679	42800
61	2203	114010	52029
62	2203	104891	43229
63	2203	94302	40930
64	2203	123688	51439
65	2203	87672	37953
0	2204	1320087	144394
50	2204	96942	46047
51	2204	101289	49865
52	2204	112209	52822
53	2204	87075	43069
54	2204	99261	48918
55	2204	74320	37705
56	2204	82674	40874
57	2204	92786	42873
58	2204	95268	46772
59	2204	90454	44578
60	2204	93987	43847
61	2204	121393	59142
62	2204	103190	46407
63	2204	91561	43243
64	2204	123583	56700
65	2204	83299	39138
0	2205	2604170	838294
50	2205	0	0
51	2205	0	0
52	2205	0	0
53	2205	0	0
54	2205	0	0
55	2205	0	0
56	2205	0	0
57	2205	0	0
58	2205	0	0
59	2205	0	0
60	2205	0	0
61	2205	0	0
62	2205	0	0
63	2205	0	0
64	2205	0	0
65	2205	0	0
0	2206	2571547	734551
50	2206	0	0
51	2206	0	0
52	2206	0	0
53	2206	0	0
54	2206	0	0
55	2206	0	0
56	2206	0	0
57	2206	0	0
58	2206	0	0
59	2206	0	0
60	2206	0	0
61	2206	0	0
62	2206	0	0
63	2206	0	0
64	2206	0	0
65	2206	0	0
0	2207	1279343	142218
50	2207	101843	49992
51	2207	109167	56445
52	2207	114780	56148
53	2207	89592	46086
54	2207	104379	53483
55	2207	79598	41110
56	2207	86656	44165
57	2207	97145	46916
58	2207	100937	51671
59	2207	94580	48001
60	2207	102425	48143
61	2207	128876	65434
62	2207	103228	48532
63	2207	96411	47383
64	2207	130823	63430
65	2207	84503	41147
0	2208	2697486	784784
50	2208	0	0
51	2208	0	0
52	2208	0	0
53	2208	0	0
54	2208	0	0
55	2208	0	0
56	2208	0	0
57	2208	0	0
58	2208	0	0
59	2208	0	0
60	2208	0	0
61	2208	0	0
62	2208	0	0
63	2208	0	0
64	2208	0	0
65	2208	0	0
0	2209	2589864	539598
50	2209	0	0
51	2209	0	0
52	2209	0	0
53	2209	0	0
54	2209	0	0
55	2209	0	0
56	2209	0	0
57	2209	0	0
58	2209	0	0
59	2209	0	0
60	2209	0	0
61	2209	0	0
62	2209	0	0
63	2209	0	0
64	2209	0	0
65	2209	0	0
0	2210	1647245	112967
50	2210	61559	16276
51	2210	57557	17138
52	2210	60989	16330
53	2210	46522	13112
54	2210	64572	18210
55	2210	37450	11264
56	2210	48731	13715
57	2210	54257	14571
58	2210	61202	18093
59	2210	54947	15572
60	2210	52585	13031
61	2210	70484	21318
62	2210	63301	14779
63	2210	49406	13745
64	2210	76704	21076
65	2210	46910	11859
0	2211	2516023	259498
50	2211	0	0
51	2211	0	0
52	2211	0	0
53	2211	0	0
54	2211	0	0
55	2211	0	0
56	2211	0	0
57	2211	0	0
58	2211	0	0
59	2211	0	0
60	2211	0	0
61	2211	0	0
62	2211	0	0
63	2211	0	0
64	2211	0	0
65	2211	0	0
0	2212	2600547	386823
50	2212	0	0
51	2212	0	0
52	2212	0	0
53	2212	0	0
54	2212	0	0
55	2212	0	0
56	2212	0	0
57	2212	0	0
58	2212	0	0
59	2212	0	0
60	2212	0	0
61	2212	0	0
62	2212	0	0
63	2212	0	0
64	2212	0	0
65	2212	0	0
0	2213	2351946	272566
50	2213	0	0
51	2213	0	0
52	2213	0	0
53	2213	0	0
54	2213	0	0
55	2213	0	0
56	2213	0	0
57	2213	0	0
58	2213	0	0
59	2213	0	0
60	2213	0	0
61	2213	0	0
62	2213	0	0
63	2213	0	0
64	2213	0	0
65	2213	0	0
0	2214	1488208	29749
50	2214	80946	4710
51	2214	82634	6301
52	2214	87777	4867
53	2214	73305	3985
54	2214	79487	5584
55	2214	53120	3270
56	2214	66633	4328
57	2214	81975	4649
58	2214	84296	5623
59	2214	79839	5289
60	2214	78082	3923
61	2214	81509	6679
62	2214	89563	4577
63	2214	85419	4755
64	2214	110207	6703
