SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
65	2214	66141	3389
0	2215	2750343	104774
50	2215	0	0
51	2215	0	0
52	2215	0	0
53	2215	0	0
54	2215	0	0
55	2215	0	0
56	2215	0	0
57	2215	0	0
58	2215	0	0
59	2215	0	0
60	2215	0	0
61	2215	0	0
62	2215	0	0
63	2215	0	0
64	2215	0	0
65	2215	0	0
0	2216	1254909	0
50	2216	106178	0
51	2216	111996	0
52	2216	110358	0
53	2216	96511	0
54	2216	104223	0
55	2216	75363	0
56	2216	95039	0
57	2216	105784	0
58	2216	115618	0
59	2216	110797	0
60	2216	102029	0
61	2216	118261	0
62	2216	106406	0
63	2216	108461	0
64	2216	141886	0
65	2216	88101	0
0	2301	2603820	842268
50	2301	0	0
51	2301	0	0
52	2301	0	0
53	2301	0	0
54	2301	0	0
55	2301	0	0
56	2301	0	0
57	2301	0	0
58	2301	0	0
59	2301	0	0
60	2301	0	0
61	2301	0	0
62	2301	0	0
63	2301	0	0
64	2301	0	0
65	2301	0	0
0	2302	2624711	805985
50	2302	0	0
51	2302	0	0
52	2302	0	0
53	2302	0	0
54	2302	0	0
55	2302	0	0
56	2302	0	0
57	2302	0	0
58	2302	0	0
59	2302	0	0
60	2302	0	0
61	2302	0	0
62	2302	0	0
63	2302	0	0
64	2302	0	0
65	2302	0	0
0	2303	815239	33285
50	2303	116136	29637
51	2303	122956	33735
52	2303	130631	31455
53	2303	109426	27172
54	2303	112630	31423
55	2303	88660	23379
56	2303	91647	23037
57	2303	113803	26958
58	2303	118657	30668
59	2303	114320	29651
60	2303	118736	27277
61	2303	132807	37476
62	2303	117272	28272
63	2303	109223	26499
64	2303	147541	35601
65	2303	101841	24879
0	2304	2457001	719016
50	2304	0	0
51	2304	0	0
52	2304	0	0
53	2304	0	0
54	2304	0	0
55	2304	0	0
56	2304	0	0
57	2304	0	0
58	2304	0	0
59	2304	0	0
60	2304	0	0
61	2304	0	0
62	2304	0	0
63	2304	0	0
64	2304	0	0
65	2304	0	0
0	2305	2437957	641653
50	2305	0	0
51	2305	0	0
52	2305	0	0
53	2305	0	0
54	2305	0	0
55	2305	0	0
56	2305	0	0
57	2305	0	0
58	2305	0	0
59	2305	0	0
60	2305	0	0
61	2305	0	0
62	2305	0	0
63	2305	0	0
64	2305	0	0
65	2305	0	0
0	2306	2839676	878081
50	2306	0	0
51	2306	0	0
52	2306	0	0
53	2306	0	0
54	2306	0	0
55	2306	0	0
56	2306	0	0
57	2306	0	0
58	2306	0	0
59	2306	0	0
60	2306	0	0
61	2306	0	0
62	2306	0	0
63	2306	0	0
64	2306	0	0
65	2306	0	0
0	2307	2423401	770671
50	2307	0	0
51	2307	0	0
52	2307	0	0
53	2307	0	0
54	2307	0	0
55	2307	0	0
56	2307	0	0
57	2307	0	0
58	2307	0	0
59	2307	0	0
60	2307	0	0
61	2307	0	0
62	2307	0	0
63	2307	0	0
64	2307	0	0
65	2307	0	0
0	2308	1669119	197480
50	2308	75958	26543
51	2308	35689	14092
52	2308	71917	24786
53	2308	53936	19255
54	2308	75500	28478
55	2308	22745	9025
56	2308	53049	18743
57	2308	63606	21251
58	2308	73963	28225
59	2308	32145	12045
60	2308	65395	21612
61	2308	78072	29894
62	2308	71698	22549
63	2308	60049	21316
64	2308	86279	30553
65	2308	55670	18342
0	2309	1631157	123931
50	2309	83000	28184
51	2309	85314	32757
52	2309	83785	27492
53	2309	63969	22401
54	2309	85649	31329
55	2309	56386	20466
56	2309	62423	22660
57	2309	73940	24699
58	2309	83566	31427
59	2309	73553	26629
60	2309	72096	22984
61	2309	99463	39328
62	2309	83942	25492
63	2309	70722	24803
64	2309	109246	39055
65	2309	61553	19824
0	2310	2545473	371089
50	2310	0	0
51	2310	0	0
52	2310	0	0
53	2310	0	0
54	2310	0	0
55	2310	0	0
56	2310	0	0
57	2310	0	0
58	2310	0	0
59	2310	0	0
60	2310	0	0
61	2310	0	0
62	2310	0	0
63	2310	0	0
64	2310	0	0
65	2310	0	0
0	2311	2435843	322851
50	2311	0	0
51	2311	0	0
52	2311	0	0
53	2311	0	0
54	2311	0	0
55	2311	0	0
56	2311	0	0
57	2311	0	0
58	2311	0	0
59	2311	0	0
60	2311	0	0
61	2311	0	0
62	2311	0	0
63	2311	0	0
64	2311	0	0
65	2311	0	0
0	2312	2340038	244424
50	2312	0	0
51	2312	0	0
52	2312	0	0
53	2312	0	0
54	2312	0	0
55	2312	0	0
56	2312	0	0
57	2312	0	0
58	2312	0	0
59	2312	0	0
60	2312	0	0
61	2312	0	0
62	2312	0	0
63	2312	0	0
64	2312	0	0
65	2312	0	0
0	2313	2093434	61760
50	2313	45954	4437
51	2313	33961	4010
52	2313	50761	4520
53	2313	35598	3171
54	2313	49185	5822
55	2313	29423	2898
56	2313	32739	3473
57	2313	22603	2167
58	2313	46053	5390
59	2313	38396	4175
60	2313	26486	2156
61	2313	53166	7542
62	2313	46103	3595
63	2313	23771	2550
64	2313	39476	4426
65	2313	22204	1897
0	2314	2387430	245675
50	2314	0	0
51	2314	0	0
52	2314	0	0
53	2314	0	0
54	2314	0	0
55	2314	0	0
56	2314	0	0
57	2314	0	0
58	2314	0	0
59	2314	0	0
60	2314	0	0
61	2314	0	0
62	2314	0	0
63	2314	0	0
64	2314	0	0
65	2314	0	0
0	2315	2109228	81537
50	2315	34304	1200
51	2315	37897	1567
52	2315	38949	1508
53	2315	42372	1524
54	2315	35095	1410
55	2315	19642	681
56	2315	31251	1278
57	2315	46504	1804
58	2315	35718	1588
59	2315	35041	1489
60	2315	37546	1386
61	2315	36548	1544
62	2315	42729	1559
63	2315	58969	2254
64	2315	59328	2626
65	2315	40135	1440
0	2316	2595864	0
50	2316	19511	0
51	2316	20793	0
52	2316	26617	0
53	2316	23854	0
54	2316	24692	0
55	2316	14281	0
56	2316	17729	0
57	2316	47593	0
58	2316	48937	0
59	2316	24689	0
60	2316	19612	0
61	2316	40635	0
62	2316	41052	0
63	2316	40677	0
64	2316	26446	0
65	2316	18370	0
