SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
12	1116	308110	291472
0	1201	34655	19930
1	1201	268684	260172
2	1201	258069	248221
3	1201	220434	213092
4	1201	228664	220558
5	1201	219092	210786
6	1201	240381	232455
7	1201	236772	228155
8	1201	229389	221207
9	1201	220555	211216
10	1201	223613	214808
11	1201	259812	250136
12	1201	270425	260484
0	1202	33911	19404
1	1202	269928	261455
2	1202	258873	249149
3	1202	222042	214538
4	1202	228458	220396
5	1202	220213	211911
6	1202	241792	233941
7	1202	237380	228869
8	1202	230041	221984
9	1202	221397	212271
10	1202	224209	215553
11	1202	261095	251507
12	1202	271508	261753
0	1203	33255	19275
1	1203	273182	264720
2	1203	259315	249659
3	1203	223100	215552
4	1203	230150	222324
5	1203	220199	212224
6	1203	242031	234218
7	1203	239475	230678
8	1203	232683	224654
9	1203	222954	214025
10	1203	226347	217776
11	1203	262471	253002
12	1203	273046	263367
0	1204	32652	18688
1	1204	273363	265053
2	1204	260601	251419
3	1204	224511	217129
4	1204	231982	224118
5	1204	222602	214793
6	1204	243947	236217
7	1204	239645	231244
8	1204	232405	224502
9	1204	224316	215558
10	1204	226693	218341
11	1204	264523	255387
12	1204	275918	266160
0	1205	32337	18431
1	1205	275650	267106
2	1205	262146	252438
3	1205	224565	217450
4	1205	232950	224969
5	1205	223620	215977
6	1205	244839	237157
7	1205	241093	232503
8	1205	233707	225623
9	1205	224869	216211
10	1205	226868	218292
11	1205	265185	255547
12	1205	276216	266424
0	1206	31893	17783
1	1206	275763	267022
2	1206	263347	253631
3	1206	225313	217873
4	1206	232932	224762
5	1206	224220	216439
6	1206	246710	239022
7	1206	240977	232263
8	1206	235037	226840
9	1206	226352	217438
10	1206	228350	219484
11	1206	264619	254800
12	1206	276025	265964
0	1207	31382	17726
1	1207	278853	270240
2	1207	263151	253421
3	1207	227635	219938
4	1207	234178	225930
5	1207	226369	218294
6	1207	248689	240725
7	1207	241781	232962
8	1207	235620	227564
9	1207	228163	219350
10	1207	228552	219770
11	1207	265989	256135
12	1207	277928	267744
0	1208	31493	17633
1	1208	281370	272658
2	1208	264306	254442
3	1208	228592	220856
4	1208	235528	227181
5	1208	227151	219176
6	1208	249970	241991
7	1208	243143	234165
8	1208	236899	228546
9	1208	228727	220018
10	1208	230342	221421
11	1208	268215	258331
12	1208	279538	269098
0	1209	31470	17765
1	1209	284425	275409
2	1209	267649	257414
3	1209	231012	223105
4	1209	237506	229185
5	1209	230323	222269
6	1209	253124	245128
7	1209	246754	237646
8	1209	239792	231337
9	1209	231938	222821
10	1209	233224	224048
11	1209	269454	259320
12	1209	282014	271692
0	1210	31716	17993
1	1210	289927	280005
2	1210	271377	260360
3	1210	235728	227064
4	1210	241378	232142
5	1210	234557	225489
6	1210	258527	249545
7	1210	250155	240147
8	1210	244447	235159
9	1210	236724	226930
10	1210	236475	226606
11	1210	275116	264116
12	1210	288349	276845
0	1211	32713	18447
1	1211	296559	285840
2	1211	277569	265460
3	1211	241113	231738
4	1211	247519	237666
5	1211	239828	230218
6	1211	265312	255347
7	1211	254341	243632
8	1211	250236	240189
9	1211	242818	232116
10	1211	241133	230300
11	1211	279748	267667
12	1211	294556	281868
0	1212	34524	19088
1	1212	301718	290071
2	1212	279813	266787
3	1212	244714	234479
4	1212	250934	239972
5	1212	243364	232908
6	1212	269455	258656
7	1212	256739	244956
8	1212	253898	242856
9	1212	246225	234590
10	1212	244740	233082
11	1212	283065	269846
12	1212	298633	284785
0	1213	33647	18755
1	1213	304801	292210
2	1213	280333	266682
3	1213	245678	235111
4	1213	252608	241070
5	1213	245752	234750
6	1213	271932	260567
7	1213	257092	244654
8	1213	257407	245851
9	1213	247667	235668
10	1213	245313	232830
11	1213	284720	270793
12	1213	299009	284728
0	1214	34541	18847
1	1214	308113	295010
2	1214	282756	268223
3	1214	248592	237297
4	1214	254835	242785
5	1214	247953	236265
6	1214	274127	262201
7	1214	259725	246773
8	1214	258917	246571
9	1214	249315	236652
10	1214	248278	235375
11	1214	287351	272771
12	1214	301962	286629
0	1215	35841	19391
1	1215	308612	294920
2	1215	283098	268222
3	1215	249889	238119
4	1215	254441	241934
5	1215	249974	237840
6	1215	275929	263406
7	1215	261034	247746
8	1215	259210	246565
9	1215	251337	237906
10	1215	248300	234815
11	1215	287406	272504
12	1215	303777	287941
0	1216	35180	18822
1	1216	311933	297443
2	1216	286517	271004
3	1216	252052	239708
4	1216	257237	244357
5	1216	251241	238720
6	1216	276556	263259
7	1216	263249	249155
8	1216	262086	248685
9	1216	251221	237440
10	1216	251014	236822
11	1216	290715	275061
12	1216	306907	290119
0	1301	34529	20044
1	1301	270820	261707
2	1301	261230	250937
3	1301	222730	214965
4	1301	229996	221599
5	1301	221019	212132
6	1301	240764	232395
7	1301	239741	230576
8	1301	231446	222982
9	1301	222261	212364
10	1301	225387	216132
11	1301	262567	252505
12	1301	273401	263214
0	1302	33509	19512
1	1302	273179	264404
2	1302	262579	252799
3	1302	224896	217155
4	1302	232762	224698
5	1302	221750	213466
6	1302	243720	235497
7	1302	240465	231815
8	1302	232471	224265
9	1302	223088	213742
10	1302	227208	218233
11	1302	263861	254098
12	1302	275797	265550
0	1303	32444	18786
1	1303	274976	266179
2	1303	262631	252921
3	1303	226196	218672
4	1303	232736	224694
5	1303	223100	214833
6	1303	245266	237162
7	1303	241565	232795
8	1303	233914	225671
9	1303	225101	215942
10	1303	228607	219790
11	1303	264352	254533
12	1303	276255	266174
0	1304	32172	18602
1	1304	276622	267717
2	1304	264837	254974
3	1304	227325	219766
4	1304	234780	226758
5	1304	224218	216075
6	1304	247290	239356
7	1304	243773	235088
8	1304	235625	227500
9	1304	226109	217063
10	1304	228985	220243
11	1304	265406	255829
12	1304	278336	268432
0	1305	31827	18174
1	1305	278123	269331
2	1305	264682	254907
3	1305	228524	220688
4	1305	235546	227420
5	1305	225266	217095
6	1305	248025	239944
7	1305	244474	235517
8	1305	236799	228448
9	1305	227803	218561
10	1305	230834	222019
11	1305	267572	257798
12	1305	278347	268443
0	1306	31583	18030
1	1306	279746	270475
2	1306	267881	257642
3	1306	229563	221631
4	1306	237333	228854
5	1306	226736	218343
6	1306	249636	241107
7	1306	245638	236528
8	1306	238203	229560
9	1306	228696	219520
10	1306	231085	222083
11	1306	268115	257846
12	1306	279321	269041
0	1307	31214	17913
1	1307	283309	274033
2	1307	269830	259511
3	1307	231028	223084
4	1307	238032	229546
5	1307	229660	221239
6	1307	252419	243873
7	1307	246727	237331
8	1307	239701	231017
9	1307	230371	220994
10	1307	232303	222919
11	1307	270865	260565
12	1307	283052	272497
0	1308	31340	18084
1	1308	284659	275103
2	1308	269976	259179
3	1308	232709	224464
4	1308	239588	230777
5	1308	231076	222371
6	1308	254449	245663
7	1308	247432	237747
8	1308	241822	232912
9	1308	233317	223696
10	1308	232338	222919
11	1308	270759	260208
12	1308	285521	274389
0	1309	31553	18255
1	1309	289002	279141
2	1309	274068	262598
3	1309	235930	227035
4	1309	243336	234026
5	1309	234791	225633
6	1309	257185	247890
7	1309	251319	241238
8	1309	244516	235131
9	1309	235782	225799
10	1309	237057	226961
11	1309	275037	263719
12	1309	288142	276398
0	1310	32496	18680
1	1310	294782	283597
2	1310	277902	265783
3	1310	239764	230202
4	1310	247341	237156
5	1310	238152	228191
6	1310	261946	251816
7	1310	253410	242455
8	1310	248615	238232
9	1310	240680	229795
10	1310	240287	229278
11	1310	278906	266751
12	1310	293258	280480
0	1311	34030	18954
1	1311	302080	289945
2	1311	282244	269210
3	1311	246077	235736
4	1311	252678	241758
5	1311	243921	233481
6	1311	269852	258825
7	1311	258972	247408
8	1311	255302	244102
9	1311	245484	233823
10	1311	245955	234098
11	1311	284390	271497
12	1311	299658	286116
0	1312	35773	19014
1	1312	306099	293363
2	1312	286053	272054
3	1312	248643	237580
4	1312	254669	242874
5	1312	246763	235545
6	1312	273227	261489
7	1312	261225	248717
8	1312	257914	246010
9	1312	248700	236158
10	1312	249107	236431
11	1312	287863	273978
12	1312	303045	288313
0	1313	36145	18967
1	1313	308880	295634
2	1313	287218	272852
3	1313	250231	238931
4	1313	257069	244982
5	1313	250179	238662
6	1313	275538	263397
7	1313	262609	249579
8	1313	260784	248561
9	1313	251258	238555
10	1313	251101	237796
11	1313	289279	274765
12	1313	304960	289928
0	1314	37984	18894
1	1314	312864	299216
2	1314	288464	273441
3	1314	252501	240650
4	1314	258656	246039
5	1314	251990	239897
6	1314	278368	265827
7	1314	265248	251656
8	1314	263203	250425
9	1314	253267	239639
10	1314	251520	237929
11	1314	291434	276527
12	1314	307511	291479
0	1315	39803	19368
1	1315	313551	298622
2	1315	287711	271415
3	1315	253923	241040
4	1315	259985	246249
5	1315	253041	239967
6	1315	279555	265757
7	1315	264928	250173
8	1315	263298	249523
9	1315	253566	238953
10	1315	253232	238406
11	1315	291925	275709
12	1315	307504	290488
0	1316	39408	18897
1	1316	313809	298861
2	1316	289509	273366
3	1316	255216	242398
4	1316	261224	247610
5	1316	253799	240793
6	1316	279199	265334
7	1316	266937	252276
8	1316	265482	251411
9	1316	254847	240194
10	1316	253464	238486
11	1316	293595	277268
12	1316	310454	293042
0	2101	34629	18909
1	2101	270983	261112
2	2101	259094	248659
3	2101	222386	214248
4	2101	228811	220176
5	2101	218385	209417
6	2101	242505	233455
7	2101	237648	228165
8	2101	231167	221979
9	2101	222847	212589
10	2101	224495	215145
11	2101	260062	249692
12	2101	271365	261007
0	2102	33683	18173
1	2102	272498	263310
2	2102	258401	248142
3	2102	222519	214491
4	2102	229777	221415
5	2102	219877	211303
6	2102	242749	234222
7	2102	238168	229050
8	2102	231085	222555
9	2102	222263	212714
10	2102	224812	215932
11	2102	260729	250511
12	2102	272024	261859
0	2103	34075	18207
1	2103	272864	263487
2	2103	259016	248684
3	2103	223287	215372
4	2103	230100	221630
5	2103	220077	211565
6	2103	244975	236331
7	2103	238285	229128
8	2103	232445	223549
9	2103	223834	214027
10	2103	226022	216725
11	2103	260979	251120
12	2103	274308	263968
0	2104	34585	18162
1	2104	274092	264907
2	2104	260207	250087
3	2104	224053	216167
4	2104	232024	223777
5	2104	221947	213731
6	2104	245119	236545
7	2104	239477	230335
8	2104	233343	224744
9	2104	225629	216128
10	2104	226285	217258
11	2104	263376	253406
12	2104	275914	265535
0	2105	35214	18306
1	2105	275981	266954
2	2105	261576	251598
3	2105	225312	217605
4	2105	232663	224469
5	2105	222727	214656
6	2105	245722	237453
7	2105	241190	232134
8	2105	234240	225760
9	2105	226511	217143
10	2105	226677	217778
11	2105	263920	253982
12	2105	275611	265551
0	2106	35654	17747
1	2106	277834	268166
2	2106	262030	251793
3	2106	226194	218272
4	2106	233672	225093
5	2106	223617	215143
6	2106	247227	238489
7	2106	241574	232291
8	2106	234580	225673
9	2106	227078	217285
10	2106	227861	218501
11	2106	265188	255075
12	2106	277009	266334
0	2107	35477	17473
1	2107	278608	269419
2	2107	263493	253559
3	2107	228295	220599
4	2107	233861	225445
5	2107	224154	216072
6	2107	248178	239654
7	2107	242156	233118
8	2107	236275	227516
9	2107	228656	219163
10	2107	228213	219373
11	2107	264754	254714
12	2107	277731	267477
0	2108	36392	17491
1	2108	279144	269531
2	2108	263619	253128
3	2108	228962	220915
4	2108	234717	226066
5	2108	226370	217946
6	2108	249862	241013
7	2108	243549	233989
8	2108	237437	228566
9	2108	229140	219415
10	2108	229558	220120
11	2108	266738	256399
12	2108	278529	267771
0	2109	37347	17514
1	2109	281404	270970
2	2109	266954	255702
3	2109	230097	221306
4	2109	236768	227398
5	2109	227572	218565
6	2109	251650	241741
7	2109	245070	234976
8	2109	238493	228893
9	2109	231546	221046
10	2109	231879	221694
11	2109	268476	257070
12	2109	281634	269972
0	2110	39268	17861
1	2110	285952	274800
2	2110	270599	258819
3	2110	233592	224288
4	2110	240978	231002
5	2110	231852	222177
6	2110	254868	244299
7	2110	248774	238049
8	2110	242456	232189
9	2110	233957	222815
10	2110	233606	222694
11	2110	271847	259910
12	2110	285964	273532
0	2111	40353	17880
1	2111	292756	280945
2	2111	275916	263549
3	2111	238440	228508
4	2111	246099	235521
5	2111	236869	226650
6	2111	261293	250072
7	2111	252541	241223
8	2111	247053	235924
9	2111	238462	226673
10	2111	238825	227243
11	2111	278313	265407
12	2111	290788	277707
0	2112	43939	18816
1	2112	298646	285925
2	2112	280652	267223
3	2112	242395	232001
4	2112	250913	239418
5	2112	241799	230828
6	2112	264881	252928
7	2112	257460	245249
8	2112	251662	239789
9	2112	242671	230040
10	2112	243359	231033
11	2112	283154	269427
12	2112	296481	282280
0	2113	42768	18353
1	2113	300313	286817
2	2113	283760	269940
3	2113	244649	233177
4	2113	251771	240171
5	2113	243086	231580
6	2113	268019	255104
7	2113	259142	246321
8	2113	253349	240871
9	2113	244675	231574
10	2113	244858	231989
11	2113	284231	269990
12	2113	298848	283943
0	2114	44944	18251
1	2114	301656	287294
2	2114	285272	270751
3	2114	246233	234351
4	2114	254083	241852
5	2114	244551	232572
6	2114	268535	255258
7	2114	260458	246992
8	2114	255882	242806
9	2114	244512	230579
10	2114	246428	232858
11	2114	286330	271362
12	2114	300001	284480
0	2115	47097	18574
1	2115	302285	284562
2	2115	287205	269453
3	2115	246100	231740
4	2115	254648	239429
5	2115	245875	230958
6	2115	268352	251952
7	2115	261780	245622
8	2115	256091	240099
9	2115	245747	228635
10	2115	247133	230598
11	2115	288490	270000
12	2115	302571	283308
0	2116	47544	18188
1	2116	301034	284120
2	2116	287519	271044
3	2116	246804	233439
4	2116	255276	241269
5	2116	245697	232035
6	2116	268828	253375
7	2116	262682	247269
8	2116	256313	241054
9	2116	244753	228686
10	2116	246900	231209
11	2116	287913	270696
12	2116	302637	284420
0	2201	36796	20291
1	2201	268039	259741
2	2201	257618	248661
3	2201	219461	212430
4	2201	228030	220705
5	2201	217093	209384
6	2201	239683	231945
7	2201	236556	228502
8	2201	228315	220660
9	2201	218738	209668
10	2201	222694	214414
11	2201	259415	250513
12	2201	269957	260865
0	2202	35914	19671
1	2202	267195	258978
2	2202	255682	246987
3	2202	219485	212578
4	2202	227622	220300
5	2202	218063	210362
6	2202	239900	232316
7	2202	236926	228943
8	2202	229310	221574
9	2202	219500	210760
10	2202	222610	214543
11	2202	259856	251042
12	2202	270260	261328
0	2203	34794	19227
1	2203	269635	261393
2	2203	258646	249621
3	2203	220894	214094
4	2203	228998	221501
5	2203	218810	211366
6	2203	240271	232746
7	2203	237811	229861
8	2203	230535	222942
9	2203	220974	212554
10	2203	223937	216017
11	2203	261000	252286
12	2203	272056	263114
0	2204	34443	18846
1	2204	270802	262663
2	2204	259143	250373
3	2204	221108	214189
4	2204	230752	223438
5	2204	220252	212809
6	2204	242351	234863
7	2204	237808	229918
8	2204	230811	223366
9	2204	221934	213447
10	2204	224812	216718
11	2204	261515	252676
12	2204	271771	262790
0	2205	34566	18937
1	2205	271078	262775
2	2205	261230	252295
3	2205	223063	216256
4	2205	230688	223256
5	2205	221512	214090
6	2205	243661	235983
7	2205	239365	231123
8	2205	231792	223836
9	2205	223442	214882
10	2205	225202	217113
11	2205	262905	253927
12	2205	272897	263773
0	2206	33359	18322
1	2206	273028	264494
2	2206	260751	251637
3	2206	223091	215900
4	2206	231799	224107
5	2206	221845	214437
6	2206	243525	235818
7	2206	239432	231217
8	2206	232602	224754
9	2206	224459	215757
10	2206	225412	217115
11	2206	262933	253582
12	2206	274296	265008
0	2207	32309	17598
1	2207	274352	265890
2	2207	262277	253198
3	2207	224477	217503
4	2207	233156	225649
5	2207	223594	216277
6	2207	246190	238415
7	2207	240977	232645
8	2207	233787	225989
9	2207	225660	216929
10	2207	226750	218604
11	2207	264189	254892
12	2207	274317	265194
0	2208	32467	17658
1	2208	277259	268603
2	2208	262516	253455
3	2208	225826	218651
4	2208	233341	225718
5	2208	224549	216924
6	2208	247587	239606
7	2208	241391	233141
8	2208	234989	226950
9	2208	226785	218054
10	2208	228113	219612
11	2208	265830	256559
12	2208	276725	267056
0	2209	31798	17512
1	2209	279558	270599
2	2209	265096	255632
3	2209	228395	220960
4	2209	235881	227874
5	2209	227260	219453
6	2209	249031	240640
7	2209	242596	233904
8	2209	237115	228930
9	2209	228862	219890
10	2209	230692	221990
11	2209	267447	257838
12	2209	278153	268391
0	2210	33136	17907
1	2210	284237	274127
2	2210	268185	257526
3	2210	232370	224037
4	2210	239136	230408
5	2210	230072	221437
6	2210	253611	244338
7	2210	246980	237370
8	2210	241165	232081
9	2210	232306	222325
10	2210	234000	224224
11	2210	270739	260014
12	2210	283640	272833
0	2211	34466	18261
1	2211	291768	281044
2	2211	274787	263390
3	2211	237894	228954
4	2211	244590	235049
5	2211	236068	226707
6	2211	259717	249843
7	2211	251392	241049
8	2211	246723	236673
9	2211	238939	228282
10	2211	238542	228257
11	2211	277149	265590
12	2211	290232	278261
0	2212	35058	18604
1	2212	298344	286766
2	2212	277765	265714
3	2212	241886	232381
4	2212	248148	238140
5	2212	239735	230011
6	2212	264332	253505
7	2212	255195	244162
8	2212	250601	240070
9	2212	242457	230931
10	2212	241631	230519
11	2212	282352	269842
12	2212	294531	281961
0	2213	33805	18430
1	2213	299268	287020
2	2213	280335	267560
3	2213	243654	233325
4	2213	249938	239119
5	2213	242922	232417
6	2213	268354	257110
7	2213	256772	244995
8	2213	252373	241346
9	2213	244649	232883
10	2213	244004	232122
11	2213	282162	268948
12	2213	296042	282885
0	2214	35628	18212
1	2214	301998	289083
2	2214	282073	268781
3	2214	244348	233699
4	2214	251626	240237
5	2214	244543	233429
6	2214	269569	257454
7	2214	259517	246953
8	2214	254584	242959
9	2214	245198	232552
10	2214	244833	232405
11	2214	284140	270359
12	2214	298291	283923
0	2215	37142	18774
1	2215	302968	288539
2	2215	282783	268095
3	2215	246266	234238
4	2215	254517	241912
5	2215	245741	233587
6	2215	269792	256615
7	2215	260629	247052
8	2215	256163	243144
9	2215	246179	232087
10	2215	245432	231492
11	2215	284808	269580
12	2215	299235	283344
0	2216	37967	18496
1	2216	304045	289264
2	2216	285128	270476
3	2216	247264	235310
4	2216	255637	243083
5	2216	247145	234601
6	2216	271757	258010
7	2216	261346	247890
8	2216	256608	243026
9	2216	247705	233174
10	2216	248323	234256
11	2216	287296	271988
12	2216	302855	286811
0	2301	35024	20203
1	2301	269826	260788
2	2301	259398	249859
3	2301	221162	213556
4	2301	229188	221246
5	2301	218968	210441
6	2301	240011	231602
7	2301	238633	230003
8	2301	229960	221641
9	2301	220606	210712
10	2301	224590	215730
11	2301	261685	252087
12	2301	272145	262426
0	2302	33395	19523
1	2302	269950	261351
2	2302	259161	249805
3	2302	222361	214928
4	2302	230156	222431
5	2302	219240	211242
6	2302	239950	231979
7	2302	239366	230983
8	2302	230330	222185
9	2302	221303	211847
10	2302	223886	215414
11	2302	260406	251276
12	2302	271835	262518
0	2303	32579	18771
1	2303	271584	262702
2	2303	260026	250614
3	2303	221810	214369
4	2303	231040	223352
5	2303	220221	212187
6	2303	242537	234318
7	2303	239428	230958
8	2303	231688	223597
9	2303	222947	213783
10	2303	225679	217064
11	2303	263379	254118
12	2303	275116	265638
0	2304	32807	18800
1	2304	272854	264240
2	2304	262434	253093
3	2304	223987	216572
4	2304	232283	224516
5	2304	223573	215695
6	2304	243374	235328
7	2304	241305	232848
8	2304	232643	224567
9	2304	224404	215161
10	2304	226488	218073
11	2304	264010	254621
12	2304	275575	266115
0	2305	32508	18365
1	2305	274785	265899
2	2305	263626	254346
3	2305	224683	217344
4	2305	233053	225299
5	2305	224018	216122
6	2305	244981	236698
7	2305	241207	232699
8	2305	234085	226064
9	2305	225201	216104
10	2305	227697	219283
11	2305	265060	255592
12	2305	276572	267129
0	2306	32349	17975
1	2306	276811	267600
2	2306	264456	255016
3	2306	224870	217131
4	2306	234529	226398
5	2306	224728	216626
6	2306	247304	238719
7	2306	242705	233881
8	2306	235525	227170
9	2306	225555	216170
10	2306	228992	219998
11	2306	266001	256186
12	2306	277575	267731
0	2307	31827	17607
1	2307	279188	270130
2	2307	265464	256014
3	2307	228406	220845
4	2307	235250	227411
5	2307	225599	217646
6	2307	248251	239847
7	2307	243444	234676
8	2307	236439	227933
9	2307	227159	217992
10	2307	229732	220838
11	2307	266956	257455
12	2307	278888	269219
0	2308	32574	17659
1	2308	281301	272063
2	2308	266966	257388
3	2308	229093	221408
4	2308	237785	229563
5	2308	227228	219187
6	2308	249604	240971
7	2308	245478	236465
8	2308	238671	230121
9	2308	229866	220538
10	2308	231313	222240
11	2308	268992	259196
12	2308	281238	271161
0	2309	32981	17855
1	2309	284347	274647
2	2309	270651	260522
3	2309	231940	223785
4	2309	239584	230997
5	2309	229395	220963
6	2309	253363	244301
7	2309	246782	237620
8	2309	241932	232950
9	2309	231932	222088
10	2309	233849	224473
11	2309	271746	261213
12	2309	283093	272390
0	2310	35280	18235
1	2310	289444	278734
2	2310	273094	262087
3	2310	235877	226994
4	2310	242576	233307
5	2310	233980	224851
6	2310	258064	248034
7	2310	250363	239982
8	2310	244046	234253
9	2310	236714	225836
10	2310	236222	225782
11	2310	274719	263501
12	2310	287586	276024
0	2311	37138	18624
1	2311	295816	284135
2	2311	279660	267509
3	2311	240688	231031
4	2311	248676	238590
5	2311	239614	229496
6	2311	264505	253514
7	2311	255366	243941
8	2311	250255	239610
9	2311	242499	230942
10	2311	242758	231589
11	2311	281274	268815
12	2311	293696	281136
0	2312	39116	18659
1	2312	300785	288237
2	2312	282629	269604
3	2312	245586	235237
4	2312	251972	241005
5	2312	242984	232411
6	2312	268529	256947
7	2312	258256	246379
8	2312	253281	241730
9	2312	244715	232634
10	2312	246269	234221
11	2312	283467	270267
12	2312	298758	285147
0	2313	38932	18760
1	2313	303524	290785
2	2313	283645	269959
3	2313	245971	235495
4	2313	253733	242442
5	2313	244784	233933
6	2313	270271	258406
7	2313	260230	247913
8	2313	256437	244689
9	2313	246586	233942
10	2313	247021	234932
11	2313	285852	272243
12	2313	300744	286368
0	2314	40473	18526
1	2314	306985	293204
2	2314	286762	272574
3	2314	249358	237992
4	2314	255778	243809
5	2314	247675	236228
6	2314	273420	260833
7	2314	262505	249566
8	2314	258424	246007
9	2314	249350	236115
10	2314	249294	236213
11	2314	287662	273272
12	2314	303324	288164
0	2315	43331	19652
1	2315	307836	292873
2	2315	286633	271425
3	2315	250238	237939
4	2315	256615	243729
5	2315	248751	236448
6	2315	274435	260546
7	2315	262659	248679
8	2315	259472	245812
9	2315	249225	234712
10	2315	249776	235645
11	2315	289365	273928
12	2315	305324	289064
0	2316	42430	18781
1	2316	307130	291880
2	2316	287904	272541
3	2316	250456	237917
4	2316	257317	244174
5	2316	249858	237000
6	2316	273254	258978
7	2316	264031	249861
8	2316	260476	246302
9	2316	249603	234555
10	2316	251075	236562
11	2316	290160	274427
12	2316	304686	288237
